Topic,Titles,Question,OptionA,OptionB,OptionC,OptionD,Answer
Engineering Chemestry,Electromeric Effect,"When the complete transfer of π-electrons take place away from the atom at the requirement of attacking agent, it is called",(-E) effect,(+E) effect,(-I) effect,(+I) effect,(+E) effect
Engineering Chemestry,Electromeric Effect,The positively charged and electron deficient compounds which have a tendency to form a bond by accepting the electron pair are known as,Electrophiles,Nucleophiles,Homophiles,All of the mentioned,Electrophiles
Engineering Chemestry,Electromeric Effect,Which of the following is an example of lewis base?,ZnCl2,BF3,NH3,FeCl2,NH3
Engineering Chemestry,Electromeric Effect,Which of the following is an incorrect statement about the nucleophiles?,They are electron rich,They possess an empty orbital to receive the electron pair,They attack on electron deficient centres,"Examples are: OH–, NH3, H2O etc",They possess an empty orbital to receive the electron pair
Engineering Chemestry,Electromeric Effect,State true or false. Lewis acids are the examples of nucleophilic reagents.,True,False,Null,Null,False
Engineering Chemestry,Electromeric Effect,Those groups which are electron repelling and have lesser electron attracting power than hydrogen show,(+E) effect,(-E) effect,(-I) effect,(+I) effect,(+I) effect
Engineering Chemestry,Electromeric Effect,Which of the following molecule will show highest dipole moment?,CH3Cl,CH3Br,CH3F,CH3I,CH3F
Engineering Chemestry,Column Chromatography,Column chromatography is based on the principle of,Ion-exchange,Exclusion principle,Differential adsorption,Absorption,Differential adsorption
Engineering Chemestry,Column Chromatography,Arrange the following compounds in order of their increasing adsorption tendencies.,Cellulose >> starch >> calcium carbonate >> alumina,Cellulose >> starch >> alumina >> charcoal,Charcoal >> cellulose >> alumina >> starch,Calcium carbonate >> alumina >> starch >> cellulose,Cellulose >> starch >> calcium carbonate >> alumina
Engineering Chemestry,Column Chromatography,What is the factor responsible for the separation in column chromatography?,Polarity differences between the solvent,Polarity differences between the solute,Polarity indifference between the solvent,Polarity indifference between the solute,Polarity differences between the solute
Engineering Chemestry,Column Chromatography,Select the correct statement from the following options.,"The lesser the polarity of solute, more strongly it will be adsorbed on polar surface","The greater the polarity of solute, more weakly it will be adsorbed on polar surface","The greater  the polarity of solute, more strongly it will be adsorbed on polar surface",All of the mentioned option,"The greater  the polarity of solute, more strongly it will be adsorbed on polar surface"
Engineering Chemestry,Column Chromatography,The correct order of increasing strength of adsorption is,Alkanes >> Esters >> Aldehydes >> Phenols >> Ketones,Aldehydes >> Phenols >> Ketones >> Esters >> Alkanes,Aldehydes >> Ketones >> Esters >> Alkanes >> Phenols,Alkanes >> Esters >> Ketones >> Aldehydes >> Phenols,Alkanes >> Esters >> Ketones >> Aldehydes >> Phenols
Engineering Chemestry,Column Chromatography,The components of the mixture in column chromatography are eluted in order of,Increasing polarity and decreasing distribution ratio,Increasing polarity and increasing distribution ratio,Decreasing polarity and increasing distribution ratio,Decreasing polarity and decreasing distribution ratio,Increasing polarity and increasing distribution ratio
Engineering Chemestry,Column Chromatography,The elution power of a solvent is determined by,Its overall polarity,The polarity of the stationary phase,The nature of the sample components,All of the mentioned option,All of the mentioned option
Engineering Chemestry,Column Chromatography,Which of the following is separated through column chromatography?,Chlorophyll and carotenoids,Inorganic cations or complexes,Sugar derivatives,Amino acids formed by hydrolysis of protein molecule,Chlorophyll and carotenoids
Engineering Chemestry,Column Chromatography,The mixture of petroleum ether and benzene is used in the elution ratio of,1 : 2,1 : 5,1 : 9,1 : 12,1 : 9
Engineering Chemestry,Column Chromatography,Chloroform fraction is eluted from the column by passing  chloroform  through the column which acts as,Eluter,Eluant,Elution,None of the mentioned option,Elution
Engineering Chemestry,Zeolites,The chemical formula of zeolite is,FeSO4.7H2O,Al2(SO4)3.18 H2O,Na2O.Al2O3.xSiO2.yH2O,Na2Al2O,Na2O.Al2O3.xSiO2.yH2O
Engineering Chemestry,Zeolites,Which of the following is not naturally occurring zeolite?,Na+,Al+3,Si+4,Ca+2,Ca+2
Engineering Chemestry,Zeolites,Natural zeolites are,Porous,Amorphous,Non-durable,Possess gel structure,Amorphous
Engineering Chemestry,Zeolites,State true or false. Synthetic zeolites possess higher exchange capacity per unit weight compared to natural zeolites.,True,False,Null,Null,True
Engineering Chemestry,Zeolites,The exhausted zeolite is reclaimed by treating the bed with,Conc. NaCl,Conc. HCl,Conc. H2SO4,Dil. HCl,Conc. NaCl
Engineering Chemestry,Zeolites,Select the incorrect statement from the following option.,The capital cost for zeolite process is high,The residual hardness in zeolite process is 0-15 ppm,The raw water used should be turbid and acidic,Automation is possible in zeolite process,The raw water used should be turbid and acidic
Engineering Chemestry,Zeolites,"In zeolite process, the exchange of ___________ takes place.",Anions,Cations,Both cations and anions,No ions exchange,Cations
Engineering Chemestry,Zeolites,The hardness of 1000 litres of a water sample was removed by passing it through a zeolite softener which required 30litres of NaCl solution containing 1.5 gm/L NaCl for regeneration. The hardness of water sample will be,54.2 ppm,12.9 ppm,45 ppm,38.46 ppm,38.46 ppm
Engineering Chemestry,Zeolites,Which of the following cannot be used in place of NaCl?,NaNO3,KCl,HCl,KNO3,HCl
Engineering Chemestry,Zeolites,Natrolite is an example of,Synthetic zeolite,Natural zeolite,Calgon,Colloid,Natural zeolite
Engineering Chemestry,Stereo Structure of Polymers,Which of the following scientists won the noble prize for their work in polymer stereochemistry?,Kurt Alder and Richard Abegg,Peter Agre and Agricola,Zeigler and Natta,Friedrich Accum,Zeigler and Natta
Engineering Chemestry,Stereo Structure of Polymers,A tactic dyad has a segment of the polymer chain consisting of _________ monomeric units.,5,2,3,4,2
Engineering Chemestry,Stereo Structure of Polymers,The polymer in which alternate chiral centres have same configuration is called,Syndiotactic,Atactic,Isotactic,Multitactic,Syndiotactic
Engineering Chemestry,Stereo Structure of Polymers,The tendency for a polymer to adopt crystalline morphology increases with __________ stereo regularity.,Decreasing,Increasing,First increasing then decreasing,First decreasing then increasing,Increasing
Engineering Chemestry,Stereo Structure of Polymers,The configuration of isotactic dyad is,Rectus,Racemic,Chiral,Meso,Meso
Engineering Chemestry,Stereo Structure of Polymers,"When each chiral centre has the same configuration, the polymer is called",Atactic,Syndiotactic,Isotactic,Multitactic,Isotactic
Engineering Chemestry,Stereo Structure of Polymers,Atactic  polymer is that in which,Alternate chiral centres have the same configuration,Every third chiral centre has the same configuration,Each chiral centre has the same configuration,A complete random distribution of configuration is there,A complete random distribution of configuration is there
Engineering Chemestry,Stereo Structure of Polymers,"State true or false. A tactic triad has three possible sequences, viz. (i) mm (ii) rr (iii) mr( or rm).",True,False,Null,Null,True
Engineering Chemestry,Nucleophillic Substitution Reaction,The atom which defines the structure of a family of organic compounds and their properties is called,Resonating structure,Homologous structure,Functional group,Nucleophile,Functional group
Engineering Chemestry,Nucleophillic Substitution Reaction,The functional group in alkyl halide is,Hydroxyl group,Halogen atom,Inert gas,All of the mentioned,Halogen atom
Engineering Chemestry,Nucleophillic Substitution Reaction,The halide ion is an extremely,Weak base,Weak acid,Strong base,Strong acid,Weak base
Engineering Chemestry,Nucleophillic Substitution Reaction,"When the nucleophile :OR attacks the RX, the resultant product will be",R – OH,ROR,R:CN,RNHR,ROR
Engineering Chemestry,Nucleophillic Substitution Reaction,Select the correct statement from the following option.,SN2 reaction follows second order kinetics,No intermediate is involved in SN2 mechanism,SN2 reactions are one-step reaction,All of the mentioned,All of the mentioned
Engineering Chemestry,Nucleophillic Substitution Reaction,The reactivity order of alkyl halides in SN2 is,CH3 X > 10 > 20 > 30,CH3 X > 20 > 10 > 30,CH3 X > 30 > 10 > 20,CH3 X > 30 > 20 > 10,CH3 X > 10 > 20 > 30
Engineering Chemestry,Nucleophillic Substitution Reaction,State true or false. SN1 reaction involves heterolysis to form the carbocation as an intermediate.,True,False,Null,Null,True
Engineering Chemestry,Nucleophillic Substitution Reaction,Which step in SN1 reaction is a slow rate determining step?,Attack of nucleophile,Formation of racemic mixture,Formation of transition state,All of the mentioned,Formation of transition state
Engineering Chemestry,Nucleophillic Substitution Reaction,A low concentration of nucleophile favours the,SN2 reaction,SN1 reaction,Both SN1 and SN1 reaction,None of the mentioned,SN1 reaction
Engineering Chemestry,Nucleophillic Substitution Reaction,Which of the following reactions are favoured by polar aprotic solvent?,SN1 reactions,SN2 reactions,Both SN1 and SN1 reactions,None of the mentioned,SN2 reactions
Engineering Chemestry,Nucleophillic Substitution Reaction,Arrange the following in the decreasing order of leaving group in nucleophilic substitution reaction.,H– > Cl– > HO– > Br– > CH3COO–,Cl– > Br– > HO– > H– > CH3COO–,Cl– > Br– > CH3COO – > HO– > H–,HO– > CH3COO – > H– > Br– > Cl–,Cl– > Br– > CH3COO – > HO– > H–
Engineering Chemestry,Nucleophillic Substitution Reaction,Reaction of alcohol with SOCl2 is,SN1,SN2,SNAr,SNi,SNi
Engineering Chemestry,Nucleophillic Substitution Reaction,The nucleophilic substitutions do not occur in haloarenes because,The carbon-halogen bond is much shorter,The carbon-halogen bond is stronger compared to that in haloalkanes,The lone pair of electrons on the halogen participates in delocalisation with the π-electrons of benzene ring,All of the mentioned,All of the mentioned
Engineering Chemestry,Nucleophillic Substitution Reaction,Which of the following drastic condition is required for the substitution in haloarenes?,High temperature,High pressure,Strong concentrated reagent,All of the mentioned,All of the mentioned
Engineering Chemestry,Nucleophillic Substitution Reaction,The rate of nucleophilic substitution reactions are higher in the presence of,Electron withdrawing groups,Electron releasing groups,Both electron withdrawing and releasing groups,None of the mentioned,Electron withdrawing groups
Engineering Chemestry,Elastomers – I,Which of the following is not the essential structural requirement of an elastomer?,Long flexible chains,Weak intermolecular forces,Rigidity in structure,Occasional cross-linking,Rigidity in structure
Engineering Chemestry,Elastomers – I,Natural rubber is,Poly isoprene,Ethylene glycol,Butadiene,Acrylonitrile,Poly isoprene
Engineering Chemestry,Elastomers – I,The structural formula of isoprene is,"2-benzyl-1,3-butadiene","2-methyl-1,3-butadiene","3-benzyl-1,2-butadiene","3-methyl-1,2-butadiene","2-methyl-1,3-butadiene"
Engineering Chemestry,Elastomers – I,Select the incorrect statement from the following option.,Raw rubber is weak and have low tensile strength,Raw rubber is attacked by oxidising agent,"In organic solvents, it undergoes swelling and disintegration",Raw rubber is durable,Raw rubber is durable
Engineering Chemestry,Elastomers – I,The temperature at which raw rubber is heated for the vulcanisation process is,0-10 0C,10-50 0C,50-100 0C,100-140 0C,100-140 0C
Engineering Chemestry,Elastomers – I,"In vulcanisation process, the raw rubber is heated with",Oxygen,Sulphur,Carbon,Calcium,Sulphur
Engineering Chemestry,Elastomers – I,State true or false. The amount of sulphur added determines the extent of stiffness of vulcanised rubber.,True,False,Null,Null,True
Engineering Chemestry,Elastomers – I,Select the incorrect statement from the following option.,Vulcanised rubber has excellent resilience,Vulcanised rubber has only slight tackiness,Vulcanised rubber has high elasticity,Vulcanised rubber has tensile strength 10 times more than raw rubber,Vulcanised rubber has high elasticity
Engineering Chemestry,Elastomers – I,The tensile strength(kg/cm 2) of vulcanised rubber is,200,2000,500,5000,2000
Engineering Chemestry,Elastomers – I,The percentage of butadiene and styrene in Buna-S is,50% each,60% and 40% respectively,80% and 20% respectively,75% and 25% respectively,75% and 25% respectively
Engineering Chemestry,Characterisation of polymer samples,Which of the following technique is used to measure the number of conjugated double bonds and aromatic conjugation within the various molecules?,Fourier transform infrared,Differential scanning calorimetry,U/V Visible spectroscopy,Thermo gravimetric analysis,U/V Visible spectroscopy
Engineering Chemestry,Characterisation of polymer samples,Fourier transform infrared spectroscopy is used to study,Quantitative determination of additives in polymers,Curing and degradation behaviour of cross-linked polymers,Determination of volatilities of plasticizers,Analysis of structural imperfections on the surface,Curing and degradation behaviour of cross-linked polymers
Engineering Chemestry,Characterisation of polymer samples,Atomic force microscopy comes under the category of,Spectral analysis,Thermal analysis,Mechanical testing,Morphological analysis,Morphological analysis
Engineering Chemestry,Characterisation of polymer samples,Which of the following is useful for determination of volatilities of plasticizers and other additives?,Thermo gravimetric analysis,Differential scanning calorimetry,Scanning electron microscopy,Atomic force microscopy,Thermo gravimetric analysis
Engineering Chemestry,Characterisation of polymer samples,Differential scanning calorimetry is useful for determining the,"Melting temperature, glass transition temperature, heat of fusion etc",Volatilities of plasticizers and other additives,Quantitative determination of additives in polymers,Structural imperfections,"Melting temperature, glass transition temperature, heat of fusion etc"
Engineering Chemestry,Characterisation of polymer samples,Differential scanning calorimetry comes under the category of,Spectral analysis,Morphological analysis,Thermal analysis,Geological analysis,Thermal analysis
Engineering Chemestry,Characterisation of polymer samples,Which of the following is used as a criterion in quality control?,X-ray diffraction,Mechanical testing,Wetting properties,Spectral analysis,Mechanical testing
Engineering Chemestry,Characterisation of polymer samples,The study of fracture surfaces of polymeric material is done using,Atomic force microscopy,X-ray diffraction,Thermo gravimetric analysis,Scanning electron microscopy,Scanning electron microscopy
Engineering Chemestry,Characterisation of polymer samples,A hydrophobic surface with low free surface energy gives a ____________ with water.,Low contact angle,High contact angle,Zero contact angle,Extremely low contact angle,High contact angle
Engineering Chemestry,Characterisation of polymer samples,State true or false. An index of crystallinity can be obtained from the ratio of the integrated intensity of the crystalline peaks to the total area under the XRD curve.,True,False,Null,Null,True
Engineering Chemestry,Nanotechnology,Which of the following is an example of top-down approach for the preparation of nanomaterials?,Gas phase agglomeration,Molecular self-assembly,Mechanical grinding,Molecular beam epitaxy,Mechanical grinding
Engineering Chemestry,Nanotechnology,Which of the following is an example of bottom-up approach for the preparation of nanomaterials?,Etching,Dip pen nano-lithography,Lithography,Erosion,Dip pen nano-lithography
Engineering Chemestry,Nanotechnology,"The properties like melting point, solubility, color, etc changes on varying the",Size,Composition,Surface properties,None of the mentioned,Size
Engineering Chemestry,Nanotechnology,"The properties like dispersibility, conductivity, etc changes on varying the",Size,Composition,Surface properties,None of the mentioned,Surface properties
Engineering Chemestry,Nanotechnology,Quantum confinement results in,Energy gap in semiconductor is proportional to the inverse of the square root of size,Energy gap in semiconductor is proportional to the inverse of the size,Energy gap in semiconductor is proportional to the square of size,Energy gap in semiconductor is proportional to the inverse of the square of size,Energy gap in semiconductor is proportional to the inverse of the square of size
Engineering Chemestry,Nanotechnology,Which of the following is the principal factor which causes the properties of nanomaterials to differ significantly from other materials?,Size distribution,Specific surface feature,Quantum size effects,All the mentioned,All the mentioned
Engineering Chemestry,Nanotechnology,Select the incorrect statement from the following options.,Self-assembly is a top-down manufacturing technique,"In self-assembly, weak interactions play very important role","Self-assembling molecules adopt a organised structure which is thermodynamically more stable than the single, unassembled components","Compared to the isolated components, the self-assembled structure has a higher order",Self-assembly is a top-down manufacturing technique
Engineering Chemestry,Nanotechnology,Which of the following is the application of nanotechnology to food science and technology?,Agriculture,Food safety and biosecurity,Product development,All of the mentioned,All of the mentioned
Engineering Chemestry,Nanotechnology,What are the advantages of nano-composite packages?,Lighter and biodegradable,"Enhanced thermal stability, conductivity and mechanical strength",Gas barrier properties,All of the mentioned,All of the mentioned
Engineering Chemestry,Nanotechnology,The efficiency of today’s best solar cell is about,15-20%,40%,50%,75%,40%
Engineering Chemestry,Molecular Orbital Theory,"If the sign of the wave function is unchanged when the orbital is reflected about its centre, the orbital is",Gerade,Ungerade,Gerade as well as Ungerade,None of the mentioned,Gerade
Engineering Chemestry,Molecular Orbital Theory,The filling of molecular orbital takes  place according to,The Aufbau Principle,Pauli Exculsion Principle,Hund’s  rule of maximum multiplicity,All of the mentioned,All of the mentioned
Engineering Chemestry,Molecular Orbital Theory,"Bond Order  of O2,  F2, N2 respectively are","+1, +2, +3","+2, +3, +1","+2, +1, +3","+3, +2, +1","+2, +1, +3"
Engineering Chemestry,Molecular Orbital Theory,Arrange the following molecules in decreasing bond length.,O2  > O2–  > O2+  > O22-,O22-  > O2–  > O2  > O2+,O22-  > O2–  > O2+  > O2,O2–  > O2+  > O22-  > O2,O22-  > O2–  > O2  > O2+
Engineering Chemestry,Molecular Orbital Theory,Arrange the following molecules in the order of increasing stability.,N2+ < N2 < N2– < N22-,N22- < N2– < N2 < N2+,N22-  < N2– = N2+ < N2,N2 < N2+ = N2–  < N22-,N22-  < N2– = N2+ < N2
Engineering Chemestry,Molecular Orbital Theory,"On the basis of molecular orbital theory, select the most appropriate option.",The bond order of O2 is 2.5 and it is paramagnetic,The bond order of O2 is 1.5 and it is paramagnetic,The bond order of O2 is 2 and it is diamagnetic,The bond order of O2 is 2 and it is paramagnetic,The bond order of O2 is 2 and it is paramagnetic
Engineering Chemestry,Molecular Orbital Theory,Which of the following molecule does not exist due to its zero bond order?,H2+,He2+,He2,H2–,He2
Engineering Chemestry,Molecular Orbital Theory,The relative energies of molecular orbitals in increasing order have been found to be as follows: (σ1s) < (σ*1s) < (σ2s) < (σ*2s) <[(π2py)(π2pz)] < (σ 2px) < [(π*2py)(π*2pz)] < (σ*2px) ,For  O2 to Ne2,For H2 to N2,For H2 to Ne2,For N2 to Ne2,For H2 to N2
Engineering Chemestry,Molecular Orbital Theory,"According to Molecular Orbital Theory, the shape and size of a molecular orbital depends upon",Shape and size of the combining atomic orbitals,Numbers of the combining atomic orbitals,Orientation of the combining atomic orbitals,All of the mentioned,All of the mentioned
Engineering Chemestry,Molecular Orbital Theory,Choose the incorrect statement from the following options.,"In bonding molecular orbital, electron density is low in the region between the nuclei of bonded atoms",The energy of antibonding molecular orbital is higher than that of atomic orbitals from which it is formed,Every electron in bonding molecular orbital contributes toward stability of the molecule,Antibonding takes place when lobes of atomic orbitals have different signs,"In bonding molecular orbital, electron density is low in the region between the nuclei of bonded atoms"
Engineering Chemestry,Elastomers – II,Which of the following act as a catalyst in the preparation of Buna-S?,Benzoyl peroxide,Hydrogen peroxide,Cumene hydroperoxide,Acrylonitrile,Cumene hydroperoxide
Engineering Chemestry,Elastomers – II,Which of the following statement is incorrect about the SBR?,It has low load bearing capacity,It has high abrasion resistance,It swells in oils and solvents,It has low oxidation resistance,It has low load bearing capacity
Engineering Chemestry,Elastomers – II,Which of the following is an application of SBR?,Conveyor belts for food,Lining of tanks,Oil-resistance foam,Printing rollers,Lining of tanks
Engineering Chemestry,Elastomers – II,State true or false. Buna-N is prepared by co-polymerisation of butadiene and acrylonitrile in emulsion system.,True,False,Null,Null,True
Engineering Chemestry,Elastomers – II,Which of the following has the best resistance to oils?,Natural rubber,Neoprene,Nitrile rubber,Styrene rubber,Nitrile rubber
Engineering Chemestry,Elastomers – II,Which of the following is not an application of neoprene?,Conveyor belts,Wire and cable insulation,Adhesives,Printing rollers,Printing rollers
Engineering Chemestry,Elastomers – II,The major constituent of butyl rubber is,Isobutylene,Isoprene,Chloroprene,Acrylonitrile,Isobutylene
Engineering Chemestry,Elastomers – II,Which of the following act as a catalyst in the preparation of butyl rubber?,Cumene hydroperoxide,Anhydrous AlCl3,Lewis base,Grignard reagent,Anhydrous AlCl3
Engineering Chemestry,Elastomers – II,The solvent used in the preparation of butyl rubber is,Methyl iodide,Methyl halide,Methyl chloride,Methyl sulphide,Methyl chloride
Engineering Chemestry,Elastomers – II,"State true or false. Because of its hydrocarbon nature, butyl rubber is soluble in hydrocarbon solvents but has excellent resistance to polar solvents like alcohol and acetone.",True,False,Null,Null,True
Engineering Chemestry,Conductivity,Conductivity is defined as the ability to carry,Voltage,Resistance,Current,All of the mentioned,Current
Engineering Chemestry,Conductivity,The reciprocal of conductivity is,Viscosity,Resistivity,Turbidity,None of the mentioned,Resistivity
Engineering Chemestry,Conductivity,Which of the following is specific conductivity reagent?,KCl,HCl,NaCl,MgCl2,KCl
Engineering Chemestry,Conductivity,The internationally recommended unit for conductance is,Poise,Dyne,Ohm,Siemens,Siemens
Engineering Chemestry,Conductivity,The cell constant is defined as the ratio of,Area of either electrodes to the length between the electrodes,Length between the electrodes to the area of either electrodes,Length between the electrodes to the volume of either electrode,Resistivity to conductivity,Length between the electrodes to the area of either electrodes
Engineering Chemestry,Conductivity,Choose the correct order of molar ionic conductivities of the following ions.,Li+ < Na+ < K+ < Rb+,Li+ < K+ < Rb+ < Na+,Li+ < Na+ < Rb+ < K+,Li+ < Rb+ < Na+ < K+,Li+ < Na+ < K+ < Rb+
Engineering Chemestry,Conductivity,On which factor does the conductance of electrolytic solution depends?,Temperature and pressure,Number of charge carriers,Dielectric constant of the solvent,All of the mentioned,All of the mentioned
Engineering Chemestry,Conductivity,"On dilution, the specific conductance",Increases,Remains same,Decreases,None of the mentioned,Decreases
Engineering Chemestry,Conductivity,The equivalent conductance of 0.1 H2SO4offering a resistance of 50ohms when placed in a conductivity cell whose electrodes are 1cm apart with a cross-sectional area of 2cm2 at 250C is,100 S cm2 eq-1,1000 S cm2 eq-1,10 S cm2 eq-1,1 S cm2 eq-1,100 S cm2 eq-1
Engineering Chemestry,Conductivity,Dilution means increase in the amount of,Solute,Solvent,Electrolyte,All of the mentioned,Solvent
Engineering Chemestry,Oils and Fats – II,The catalyst used in the addition of iodine is,Ni/ Pt,Lewis acids,CH3MgCl,HgCl2,HgCl2
Engineering Chemestry,Oils and Fats – II,State true or false. Drying oils are used as the medium of paints and varnishes.,True,False,Null,Null,True
Engineering Chemestry,Oils and Fats – II,Which of the following is responsible for rancidity?,Alkalies,Ketones,Aldehydes,Alcohols,Aldehydes
Engineering Chemestry,Oils and Fats – II,The number of milligrams of KOH required for the saponification of one gram of oil or fat is called,Acid number,Iodine number,Richert-Meissl number,Saponification  number,Saponification  number
Engineering Chemestry,Oils and Fats – II,Iodine number is defined as number of grams of iodine needed for the iodination of ________ gram/grams of oil or fat.,1,5,100,1000,100
Engineering Chemestry,Oils and Fats – II,Richert-Meissl number is defined as the volume of 0.1M KOH solution required for the neutralisation of _______ gram/grams of fat or oil.,1,5,100,1000,5
Engineering Chemestry,Oils and Fats – II,Which of the following tells the amount of free fatty acids present in fat or oil?,Acid number,Iodine number,Saponification number,Richert-Meissl number,Acid number
Engineering Chemestry,Oils and Fats – II,"Which of the following helps in the classification of oils into drying, semi-drying and non-drying categories?",Acid number,Iodine number,Saponification number,Richert-Meissl number,Iodine number
Engineering Chemestry,Oils and Fats – II,Which of the following is of special value in testing the purity of butter and desi-ghee?,Acid number,Iodine number,Saponification number,Richert-Meissl number,Richert-Meissl number
Engineering Chemestry,Oils and Fats – II,"State true or false. The smaller is the saponification value, the higher will be the molecular weight of oil or fat.",True,False,Null,Null,True
Engineering Chemestry,"Adhesives, their Advantages and Limitations",The substances which are capable of uniting two other materials together by adhering strongly to the surface of both are called,Organic conducting polymers,Biodegradable polymers,Adhesives,Composites,Adhesives
Engineering Chemestry,"Adhesives, their Advantages and Limitations",Select the incorrect statement from the following option.,"Two surfaces are rapidly, economically and easily joined to each other by adhesives",The process of applying adhesives requires highly specialized workers or high heat,Adhesives bonding requires less after-finishing,Bonding by adhesives gives smoother finished surfaces,The process of applying adhesives requires highly specialized workers or high heat
Engineering Chemestry,"Adhesives, their Advantages and Limitations",Corrosion of metals at the joints is minimized by joining dissimilar metals with adhesives because,Direct metal to metal contact is avoided,Adhesive act as a lubricator at the joints,Metals are covered with adhesives,Adhesives prevent the exposure to environment,Direct metal to metal contact is avoided
Engineering Chemestry,"Adhesives, their Advantages and Limitations",Adhesives joints are leak-proof for,Solids only,Liquids only,Gases only,Both liquids and gases,Both liquids and gases
Engineering Chemestry,"Adhesives, their Advantages and Limitations",State true or false. Joining of labels to plastic cans or bottles is not possible without the use of adhesives.,True,False,Null,Null,True
Engineering Chemestry,"Adhesives, their Advantages and Limitations",The strength of adhesive joint is _____________ than mechanical joint obtained by welding or riveting.,More,Less,Equals to,Very less,Less
Engineering Chemestry,"Adhesives, their Advantages and Limitations","On increasing the temperature, the strength of adhesive",Remain same,Increases,Decreases,First increases than decreases,Decreases
Engineering Chemestry,"Adhesives, their Advantages and Limitations",The bond energy of a metallic bond is,600-1200 kJ/mol,60 kJ/mol,20 kJ/mol,100-350 kJ/mol,100-350 kJ/mol
Engineering Chemestry,"Adhesives, their Advantages and Limitations",Which of the following is not an example of thermosetting synthetic resins?,Epoxy,Acrylic polyester,Cellulose derivatives,Silicones,Cellulose derivatives
Engineering Chemestry,"Adhesives, their Advantages and Limitations",Which of the following adhesive is prone to brittle failure?,Acrylic polyester,PF resin,UF resin,Epoxy,PF resin
Engineering Chemestry,"Adhesives, their Advantages and Limitations",The epoxy resins are the _______________ products of epichlorohydrin and bisphenol.,Free radical,Addition,Ion-exchange,Condensation,Condensation
Engineering Chemestry,"Adhesives, their Advantages and Limitations","State true or false. Epoxies are used in wide diversity of applications because of their strength, durability and great versatility.",True,False,Null,Null,True
Engineering Chemestry,"Adhesives, their Advantages and Limitations",Which of the following is used as curtain-wall sealants?,Polyurethane,Silicones,Polyvinyls,Cellulose derivatives,Silicones
Engineering Chemestry,"Adhesives, their Advantages and Limitations",Emulsion adhesives are based on,Polyurethane,Collodion,Urea-formaldehyde,Polyvinyl acetate,Polyvinyl acetate
Engineering Chemestry,"Adhesives, their Advantages and Limitations",Collodion is a mixture of cellulose nitrate with,Alcohol,Ketone,Carboxylic acid,Phenol,Alcohol
Hydraulic Machines,Constant Head Curves,Constant head curves are also called as _______,Head race curves,Tail race curves,Main characteristic curves,Impeller curves,Main characteristic curves
Hydraulic Machines,Constant Head Curves,The speed of the turbine in a constant head curve is varied by __________,Temperature change,Reaction speed change,Changing the gate opening,Wheel speed change,Changing the gate opening
Hydraulic Machines,Constant Head Curves,Constant speed curves travel at constant speed when the value is equal to _______,0,1,2,3,1
Hydraulic Machines,Constant Head Curves,Power of a turbine is measured ______,Mechanically,Electrically,Chemically,Thermally,Mechanically
Hydraulic Machines,Constant Head Curves,Which among the following is not a parameter to determine the efficiency of the turbine?,Unit speed,Unit power,Unit volume,Unit discharge,Unit volume
Hydraulic Machines,Constant Head Curves,Which among the following is not an important parameter to determine the performance of the turbine?,Speed,Discharge,Head,Volume of tank,Volume of tank
Hydraulic Machines,Constant Head Curves,Which among the following is not a type of curve?,Logarithimic curve,Straight curve,Pressure vs power,Efficiency vs speed,Pressure vs power
Hydraulic Machines,Constant Head Curves,The inlet passage of water entry is controlled by ________,Head race,Gate,Tail race,Pump,Gate
Hydraulic Machines,Constant Head Curves,Overall efficiency vs what is drawn to determine the turbine performance?, Unit Discharge,Unit speed,Unit power,Unit pressure,Unit speed
Hydraulic Machines,Constant Head Curves,Constant discharge takes place due to _______, Unit Discharge,Unit speed,Unit power,Unit pressure,Unit speed
Hydraulic Machines,Constant Head Curves,All the characteristic curves are drawn with respect to __________, Unit Discharge,Unit speed,Unit power,Unit pressure,Unit speed
Hydraulic Machines,Constant Head Curves,Constant head curves are also called as _______,Head race curves,Tail race curves,Main characteristic curves,Impeller curves,Main characteristic curves
Hydraulic Machines,Constant Head Curves,"In constant speed curves, the speed is kept a constant varying its head.",True,False,Null,Null,True
Hydraulic Machines,Constant Head Curves,"In all the characteristic curves, the overall efficiency is aimed at the maximum value.",True,False,Null,Null,True
Hydraulic Machines,Constant Head Curves,Constant efficiency curves are plotted using _______,Constant head curves,Constant speed curves,Main characteristic curves,Constant speed and constant head,Constant speed and constant head
Hydraulic Machines,Theory on Draft Tube,The efficiency of the draft tube is ratio of ________,Pressure energy by kinetic energy,Kinetic energy by Pressure energy,Kinetic energy into mechanical energy,Pressure into mechanical,Kinetic energy by Pressure energy
Hydraulic Machines,Theory on Draft Tube,Draft tubes are not used in which of the following turbines?,Francis,Reaction,Kaplan,Pelton,Pelton
Hydraulic Machines,Theory on Draft Tube,The draft tube at the exit of the nozzle increases the _______,Temperature,Pressure,Volume of the flow,Density of flow,Pressure
Hydraulic Machines,Theory on Draft Tube,Efficiency of a draft tube gives __________,Temperature difference,Pressure difference,Kinetic energy difference,Density of flow,Kinetic energy difference
Hydraulic Machines,Theory on Draft Tube,Cavitation in a draft tube occurs when _______,Temperature difference,Pressure drop,Kinetic energy difference,Density of flow,Pressure drop
Hydraulic Machines,Theory on Draft Tube,Which among the following is an important parameter to avoid cavitation?,Tail race length,Head race length,Height of draft tube,Pump,Height of draft tube
